StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,MetaInfo_Browser,MetaInfo_Version,MetaInfo_Operating System,MetaInfo_Resolution,Q1,Q1_DO,Q2,Q2_DO,Q3,Q4,Q4_DO,Q5,Q5_DO,Q6,Q6_DO,Q7,Q7_DO,Q8,Q9,Q10,Q11,Q12,Q13,Q13_DO,Q14,Q15,Q16,Q16_DO,Q17,Q18,Q18_DO,Q19,Q19_DO,Q20,DataDashboardUsage,SmartHomeDashUsage,VisualClarity,InfoOrgClarity,SC0,SurveyWave,Version,FL_3_DO,Gistblock_DO,Secondblock(nobacksies)_DO
2025-09-29 19:17:01,2025-09-29 19:18:22,IP Address,73.169.194.197,100,80,True,2025-09-29 19:18:22,R_7rpXEUHPnlJpB2Z,,,,,47.4957,-121.7868,anonymous,EN,1,,,,,Ceiling E,Oven light|Leak detector|Smoke detector|Ceiling E,Office,Entrance|Office|Kitchen|Bathroom,Living room,Bedroom,Kitchen|Bedroom|Bathroom|Entrance,Kitchen,Office|Kitchen|Entrance|Living room,Entrance,Bathroom|Entrance|Living room|Kitchen,Bedroom,Living room|Bedroom|Entrance|Kitchen,Living room,North,1,2,Bathroom and Kitchen,Entrance,Living room|Kitchen|Bedroom|Entrance,3,Entrance had no issues.,Right side,Left side|Right side|Evenly spread|Top,1,TV and Window,Mirror 1 and Mirror 2|TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W,Entrance,Main bedroom|Bathroom|Entrance|Kitchen,IT infrastructure,,,,,1,1,FloorplanHierarchyHighChartjunk,FL_64,Q5|Q1|Q2|Q4|Q3,Q17|Q14|Q10|Q20|Q6|Q18|Q11|Q7|Q8|Q19|Q12|Q13|Q16|Q9|Q15
2025-09-29 19:16:02,2025-09-29 19:18:33,IP Address,23.131.248.104,100,150,True,2025-09-29 19:18:33,R_1oFvGV9o0yKoFeu,,,,,34.8897,-114.5904,anonymous,EN,1,,,,,Leak detector,Ceiling E|Smoke detector|Oven light|Leak detector,Bathroom,Office|Bathroom|Entrance|Kitchen,Kitchen,Entrance,Bedroom|Bathroom|Kitchen|Entrance,Entrance,Living room|Kitchen|Entrance|Office,Bathroom,Living room|Kitchen|Bathroom|Entrance,Bedroom,Bedroom|Kitchen|Entrance|Living room,Kitchen,North,1,2,Bathroom and Kitchen,Entrance,Bedroom|Kitchen|Living room|Entrance,1,Entrance had no issues.,Evenly spread,Left side|Right side|Top|Evenly spread,2,Ceiling E and Oven,Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven,Kitchen,Kitchen|Entrance|Bathroom|Main bedroom,Smart home,,,,,8,1,NoHierarchyMediumChartjunk,FL_46,Q4|Q3|Q1|Q5|Q2,Q15|Q12|Q18|Q8|Q20|Q14|Q7|Q17|Q13|Q11|Q10|Q19|Q9|Q16|Q6
2025-09-29 19:16:15,2025-09-29 19:19:19,IP Address,24.218.92.108,100,184,True,2025-09-29 19:19:20,R_7zcqGzn3aB8SErT,,,,,41.9137,-70.6393,anonymous,EN,1,,,,,Leak detector,Smoke detector|Ceiling E|Oven light|Leak detector,Bathroom,Kitchen|Entrance|Office|Bathroom,Kitchen,Entrance,Entrance|Kitchen|Bedroom|Bathroom,Entrance,Entrance|Office|Kitchen|Living room,Kitchen,Bathroom|Kitchen|Living room|Entrance,Entrance,Living room|Kitchen|Bedroom|Entrance,Living room,North,2,3,Kitchen and Office,Living room,Entrance|Living room|Kitchen|Bedroom,3,Kitchen and Living room each had exactly one issue.,Evenly spread,Left side|Evenly spread|Right side|Top,1,Ceiling N and Ceiling W,Ceiling N and Ceiling W|TV and Window|Mirror 1 and Mirror 2|Ceiling E and Oven,Main bedroom,Main bedroom|Entrance|Bathroom|Kitchen,Smart home,,,,,7,1,FloorplanHierarchyLowChartjunk,FL_60,Q1|Q3|Q5|Q2|Q4,Q8|Q18|Q17|Q7|Q12|Q15|Q11|Q6|Q16|Q14|Q19|Q9|Q10|Q20|Q13
2025-09-29 19:16:55,2025-09-29 19:19:50,IP Address,71.210.152.209,100,175,True,2025-09-29 19:19:50,R_1giSdME9Gjs1gDK,,,,,35.9825,-78.5376,anonymous,EN,1,,,,,Leak detector,Oven light|Smoke detector|Ceiling E|Leak detector,Bathroom,Kitchen|Bathroom|Office|Entrance,Kitchen,Bedroom,Entrance|Bathroom|Kitchen|Bedroom,Entrance,Living room|Entrance|Kitchen|Office,Bathroom,Bathroom|Entrance|Living room|Kitchen,Kitchen,Kitchen|Bedroom|Entrance|Living room,Kitchen,East,2,3,Bathroom and Kitchen,Entrance,Living room|Entrance|Bedroom|Kitchen,2,Entrance had no issues.,Left side,Left side|Evenly spread|Top|Right side,2,Mirror 1 and Mirror 2,Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window|Mirror 1 and Mirror 2,Bathroom,Entrance|Kitchen|Bathroom|Main bedroom,Smart home,,,,,11,1,NoHierarchyMediumChartjunk,FL_46,Q5|Q2|Q1|Q4|Q3,Q12|Q9|Q18|Q20|Q6|Q16|Q7|Q13|Q11|Q17|Q10|Q15|Q14|Q19|Q8
2025-09-29 19:18:04,2025-09-29 19:20:04,IP Address,209.251.83.89,100,120,True,2025-09-29 19:20:05,R_54eAu3arlzNNasS,,,,,42.76,-87.9134,anonymous,EN,1,,,,,Oven light,Ceiling E|Smoke detector|Oven light|Leak detector,Bathroom,Bathroom|Office|Entrance|Kitchen,Kitchen,Bathroom,Bedroom|Bathroom|Kitchen|Entrance,Office,Kitchen|Office|Entrance|Living room,Kitchen,Bathroom|Entrance|Living room|Kitchen,Bedroom,Bedroom|Kitchen|Entrance|Living room,Dining,South,1,1,Kitchen and Office,Bedroom,Bedroom|Living room|Entrance|Kitchen,1,Entrance had no issues.,Right side,Top|Right side|Evenly spread|Left side,1,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2,Entrance,Kitchen|Entrance|Bathroom|Main bedroom,Smart home,,,,,7,1,FloorplanHierarchyMediumChartjunk,FL_62,Q3|Q4|Q5|Q2|Q1,Q15|Q17|Q12|Q16|Q6|Q14|Q8|Q18|Q13|Q7|Q20|Q11|Q9|Q10|Q19
2025-09-29 19:18:25,2025-09-29 19:20:50,IP Address,137.103.141.97,100,145,True,2025-09-29 19:20:51,R_61ia5KCis96bVSK,,,,,39.5995,-78.8461,anonymous,EN,1,,,,,Smoke detector,Smoke detector|Ceiling E|Oven light|Leak detector,Bathroom,Entrance|Office|Bathroom|Kitchen,Kitchen,Entrance,Bedroom|Bathroom|Entrance|Kitchen,Office,Kitchen|Entrance|Office|Living room,Living room,Entrance|Bathroom|Living room|Kitchen,Kitchen,Living room|Entrance|Kitchen|Bedroom,Living room,South,1,1,Main bedroom and Office,Entrance,Kitchen|Living room|Bedroom|Entrance,3,Bathroom had only OK devices.,Left side,Right side|Top|Left side|Evenly spread,1,Ceiling E and Oven,Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2,Kitchen,Entrance|Main bedroom|Kitchen|Bathroom,Smart home,,,,,4,1,ImportanceHierarchyHighChartjunk,FL_58,Q1|Q3|Q4|Q2|Q5,Q10|Q8|Q14|Q12|Q11|Q16|Q17|Q19|Q18|Q13|Q6|Q9|Q20|Q7|Q15
2025-09-29 19:16:48,2025-09-29 19:20:53,IP Address,76.145.141.178,100,245,True,2025-09-29 19:20:54,R_1d5sjs2hKBqLAuR,,,,,34.2037,-84.1031,anonymous,EN,0.8999999761581421,,,,,Smoke detector,Oven light|Smoke detector|Leak detector|Ceiling E,Bathroom,Bathroom|Entrance|Kitchen|Office,Kitchen,Kitchen,Bedroom|Bathroom|Kitchen|Entrance,Living room,Kitchen|Entrance|Living room|Office,Bathroom,Bathroom|Living room|Entrance|Kitchen,Kitchen,Kitchen|Living room|Entrance|Bedroom,Dining,East,2,2,Kitchen and Office,Bedroom,Bedroom|Kitchen|Living room|Entrance,3,Kitchen and Living room each had exactly one issue.,Evenly spread,Right side|Top|Evenly spread|Left side,1,Ceiling E and Oven,Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window|Ceiling E and Oven,Main bedroom,Entrance|Kitchen|Main bedroom|Bathroom,Smart home,,,,,8,1,ImportanceHierarchyMediumChartjunk,FL_56,Q1|Q4|Q2|Q5|Q3,Q11|Q13|Q8|Q15|Q19|Q7|Q17|Q18|Q9|Q20|Q14|Q10|Q12|Q16|Q6
2025-09-29 19:18:41,2025-09-29 19:21:22,IP Address,24.73.16.154,100,160,True,2025-09-29 19:21:22,R_3g5Eb9Q9cCV1M3z,,,,,28.3318,-82.2446,anonymous,EN,1,,,,,Leak detector,Ceiling E|Leak detector|Smoke detector|Oven light,Bathroom,Bathroom|Kitchen|Office|Entrance,Kitchen,Bedroom,Bathroom|Bedroom|Entrance|Kitchen,Entrance,Entrance|Office|Living room|Kitchen,Kitchen,Entrance|Bathroom|Living room|Kitchen,Living room,Living room|Kitchen|Bedroom|Entrance,Living room,North,1,2,Bathroom and Kitchen,Bedroom,Bedroom|Living room|Kitchen|Entrance,4,Entrance had no issues.,Right side,Left side|Evenly spread|Right side|Top,1,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window|Mirror 1 and Mirror 2,Main bedroom,Kitchen|Entrance|Main bedroom|Bathroom,Smart home,,,,,7,1,ImportanceHierarchyLowChartjunk,FL_54,Q2|Q3|Q5|Q1|Q4,Q15|Q17|Q14|Q18|Q11|Q12|Q16|Q13|Q20|Q19|Q7|Q10|Q8|Q6|Q9
2025-09-29 19:17:40,2025-09-29 19:21:22,IP Address,174.59.248.10,100,221,True,2025-09-29 19:21:23,R_3kSo3yYMF3LaaSo,,,,,39.9254,-76.198,anonymous,EN,0.8999999761581421,,,,,Smoke detector,Leak detector|Smoke detector|Oven light|Ceiling E,Bathroom,Bathroom|Entrance|Kitchen|Office,Kitchen,Bedroom,Entrance|Bathroom|Bedroom|Kitchen,Entrance,Entrance|Office|Living room|Kitchen,Living room,Kitchen|Entrance|Living room|Bathroom,Kitchen,Entrance|Living room|Kitchen|Bedroom,Living room,East,2,1,Bathroom and Kitchen,Bedroom,Kitchen|Living room|Bedroom|Entrance,3,Bathroom had only OK devices.,Evenly spread,Evenly spread|Top|Left side|Right side,2,Ceiling N and Ceiling W,TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Main bedroom,Bathroom|Entrance|Main bedroom|Kitchen,Smart home,,,,,7,1,RoomHierarchyMediumChartjunk,FL_22,Q5|Q1|Q4|Q3|Q2,Q13|Q19|Q8|Q12|Q14|Q10|Q17|Q20|Q15|Q7|Q18|Q6|Q16|Q11|Q9
2025-09-29 19:18:18,2025-09-29 19:21:26,IP Address,142.54.30.166,100,187,True,2025-09-29 19:21:26,R_6ExMEjLXkjQsvGw,,,,,43.7111,-96.5157,anonymous,EN,1,,,,,Leak detector,Oven light|Leak detector|Smoke detector|Ceiling E,Bathroom,Kitchen|Office|Entrance|Bathroom,Kitchen,Entrance,Bedroom|Entrance|Bathroom|Kitchen,Entrance,Living room|Office|Kitchen|Entrance,Bathroom,Bathroom|Kitchen|Entrance|Living room,Bedroom,Bedroom|Living room|Entrance|Kitchen,Office,West,1,2,Bathroom and Kitchen,Living room,Living room|Entrance|Kitchen|Bedroom,1,Main bedroom had the leak.,Evenly spread,Right side|Left side|Evenly spread|Top,1,Ceiling N and Ceiling W,Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven|TV and Window,Kitchen,Kitchen|Entrance|Bathroom|Main bedroom,Smart home,,,,,7,1,RoomHierarchyHighChartjunk,FL_25,Q3|Q1|Q2|Q4|Q5,Q20|Q17|Q7|Q16|Q10|Q9|Q13|Q11|Q18|Q6|Q15|Q8|Q14|Q12|Q19
2025-09-29 19:18:51,2025-09-29 19:21:43,IP Address,73.116.50.46,100,172,True,2025-09-29 19:21:43,R_342D728EJuYAHr3,,,,,37.329,-120.5091,anonymous,EN,1,,,,,Leak detector,Oven light|Smoke detector|Leak detector|Ceiling E,Bathroom,Office|Bathroom|Entrance|Kitchen,Office,Bedroom,Entrance|Bathroom|Bedroom|Kitchen,Entrance,Entrance|Kitchen|Office|Living room,Kitchen,Living room|Kitchen|Entrance|Bathroom,Kitchen,Living room|Bedroom|Entrance|Kitchen,Living room,West,1,1,Entrance and Bedroom,Entrance,Bedroom|Kitchen|Living room|Entrance,1,Entrance had no issues.,Top,Evenly spread|Right side|Left side|Top,1,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2,Entrance,Kitchen|Main bedroom|Bathroom|Entrance,Smart home,,,,,4,1,FloorplanHierarchyMediumChartjunk,FL_62,Q4|Q3|Q1|Q5|Q2,Q6|Q11|Q16|Q8|Q13|Q18|Q12|Q17|Q15|Q10|Q7|Q20|Q14|Q9|Q19
2025-09-29 19:19:09,2025-09-29 19:21:43,IP Address,68.204.109.114,100,154,True,2025-09-29 19:21:43,R_1GvrpjH1rVXnmn4,,,,,28.1984,-81.487,anonymous,EN,1,,,,,Leak detector,Leak detector|Ceiling E|Oven light|Smoke detector,Bathroom,Kitchen|Bathroom|Entrance|Office,Kitchen,Kitchen,Kitchen|Bathroom|Bedroom|Entrance,Entrance,Office|Entrance|Living room|Kitchen,Bathroom,Bathroom|Entrance|Living room|Kitchen,Kitchen,Kitchen|Living room|Bedroom|Entrance,Dining,East,3,1,Bathroom and Kitchen,Entrance,Entrance|Bedroom|Kitchen|Living room,4,Entrance had no issues.,Right side,Top|Right side|Evenly spread|Left side,1,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven|TV and Window,Entrance,Main bedroom|Bathroom|Kitchen|Entrance,Smart home,,,,,9,1,FloorplanHierarchyHighChartjunk,FL_64,Q2|Q5|Q4|Q1|Q3,Q8|Q6|Q15|Q19|Q13|Q9|Q14|Q11|Q10|Q17|Q20|Q12|Q16|Q18|Q7
